NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_RESPONSE_TO_CARBOHYDRATE	223	194		
GOBP_RESPONSE_TO_CATECHOLAMINE	72	64		
GOBP_RESPONSE_TO_CELL_CYCLE_CHECKPOINT_SIGNALING	7		Rejected!	
GOBP_RESPONSE_TO_CGMP	9		Rejected!	
GOBP_RESPONSE_TO_CHEMOKINE	80	71		
GOBP_RESPONSE_TO_CHOLESTEROL	28	21		
GOBP_RESPONSE_TO_CHROMATE	6		Rejected!	
GOBP_RESPONSE_TO_COCAINE	44	39		
GOBP_RESPONSE_TO_COLD	47	43		
GOBP_RESPONSE_TO_COPPER_ION	29	23		
GOBP_RESPONSE_TO_CORTICOSTEROID	109	85		
GOBP_RESPONSE_TO_CORTICOSTERONE	9		Rejected!	
GOBP_RESPONSE_TO_CORTICOTROPIN_RELEASING_HORMONE	5		Rejected!	
GOBP_RESPONSE_TO_CYTOKINE	1122		Rejected!	
GOBP_RESPONSE_TO_DECREASED_OXYGEN_LEVELS	263	231		
GOBP_RESPONSE_TO_DEXAMETHASONE	31	22		
GOBP_RESPONSE_TO_DIETARY_EXCESS	44	36		
GOBP_RESPONSE_TO_DOPAMINE	55	47		
GOBP_RESPONSE_TO_DSRNA	65	44		
GOBP_RESPONSE_TO_ELECTRICAL_STIMULUS	23	22		
GOBP_RESPONSE_TO_ENDOGENOUS_STIMULUS	1764		Rejected!	
GOBP_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	266	255		
GOBP_RESPONSE_TO_ENDOTHELIN	5		Rejected!	
GOBP_RESPONSE_TO_EPIDERMAL_GROWTH_FACTOR	41	41		
GOBP_RESPONSE_TO_EPINEPHRINE	10		Rejected!	
GOBP_RESPONSE_TO_ESTRADIOL	54	41		
GOBP_RESPONSE_TO_ESTROGEN	79	52		
GOBP_RESPONSE_TO_ETHANOL	83	60		
GOBP_RESPONSE_TO_ETHER	14		Rejected!	
GOBP_RESPONSE_TO_EXTRACELLULAR_STIMULUS	460	380		
GOBP_RESPONSE_TO_FATTY_ACID	47	40		
GOBP_RESPONSE_TO_FIBROBLAST_GROWTH_FACTOR	101	91		
GOBP_RESPONSE_TO_FLUID_SHEAR_STRESS	24	24		
GOBP_RESPONSE_TO_FOLIC_ACID	5		Rejected!	
GOBP_RESPONSE_TO_FOLLICLE_STIMULATING_HORMONE	13		Rejected!	
GOBP_RESPONSE_TO_FOOD	40	28		
GOBP_RESPONSE_TO_FORSKOLIN	69	21		
GOBP_RESPONSE_TO_FRUCTOSE	5		Rejected!	
GOBP_RESPONSE_TO_FUNGUS	75	59		
GOBP_RESPONSE_TO_GAMMA_RADIATION	50	49		
GOBP_RESPONSE_TO_GLUCAGON	12		Rejected!	
GOBP_RESPONSE_TO_GLYCOPROTEIN	11		Rejected!	
GOBP_RESPONSE_TO_GONADOTROPIN	19	15		
GOBP_RESPONSE_TO_GONADOTROPIN_RELEASING_HORMONE	6		Rejected!	
GOBP_RESPONSE_TO_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR	13		Rejected!	
GOBP_RESPONSE_TO_GROWTH_FACTOR	697		Rejected!	
GOBP_RESPONSE_TO_GROWTH_HORMONE	21	20		
GOBP_RESPONSE_TO_HEAT	90	85		
GOBP_RESPONSE_TO_HEPARIN	6		Rejected!	
GOBP_RESPONSE_TO_HEPATOCYTE_GROWTH_FACTOR	17	17		
GOBP_RESPONSE_TO_HISTAMINE	16		Rejected!	
GOBP_RESPONSE_TO_HORMONE	799		Rejected!	
GOBP_RESPONSE_TO_HYDROGEN_PEROXIDE	92	88		
GOBP_RESPONSE_TO_HYDROPEROXIDE	18	17		
GOBP_RESPONSE_TO_HYDROSTATIC_PRESSURE	5		Rejected!	
GOBP_RESPONSE_TO_HYDROXYUREA	13		Rejected!	
GOBP_RESPONSE_TO_HYPEROXIA	7		Rejected!	
GOBP_RESPONSE_TO_IMMOBILIZATION_STRESS	7		Rejected!	
GOBP_RESPONSE_TO_INACTIVITY	6		Rejected!	
GOBP_RESPONSE_TO_INCREASED_OXYGEN_LEVELS	14		Rejected!	
GOBP_RESPONSE_TO_INDOLE_3_METHANOL	5		Rejected!	
GOBP_RESPONSE_TO_INORGANIC_SUBSTANCE	538	431		
GOBP_RESPONSE_TO_INSECTICIDE	5		Rejected!	
GOBP_RESPONSE_TO_INSULIN	262	236		
GOBP_RESPONSE_TO_INTERFERON_ALPHA	32	27		
GOBP_RESPONSE_TO_INTERFERON_BETA	74	66		
GOBP_RESPONSE_TO_INTERLEUKIN_1	97	91		
GOBP_RESPONSE_TO_INTERLEUKIN_12	13		Rejected!	
GOBP_RESPONSE_TO_INTERLEUKIN_15	11		Rejected!	
GOBP_RESPONSE_TO_INTERLEUKIN_17	27	23		
GOBP_RESPONSE_TO_INTERLEUKIN_18	13		Rejected!	
GOBP_RESPONSE_TO_INTERLEUKIN_2	12		Rejected!	
GOBP_RESPONSE_TO_INTERLEUKIN_3	5		Rejected!	
GOBP_RESPONSE_TO_INTERLEUKIN_4	36	34		
GOBP_RESPONSE_TO_INTERLEUKIN_6	34	31		
GOBP_RESPONSE_TO_INTERLEUKIN_7	18	18		
GOBP_RESPONSE_TO_INTERLEUKIN_9	8		Rejected!	
GOBP_RESPONSE_TO_IONIZING_RADIATION	132	130		
GOBP_RESPONSE_TO_IONOMYCIN	6		Rejected!	
GOBP_RESPONSE_TO_IRON_ION	22	20		
GOBP_RESPONSE_TO_ISCHEMIA	49	48		
GOBP_RESPONSE_TO_ISOQUINOLINE_ALKALOID	13		Rejected!	
GOBP_RESPONSE_TO_JASMONIC_ACID	9		Rejected!	
GOBP_RESPONSE_TO_KETONE	222	128		
GOBP_RESPONSE_TO_LAMINAR_FLUID_SHEAR_STRESS	7		Rejected!	
GOBP_RESPONSE_TO_LEAD_ION	15		Rejected!	
GOBP_RESPONSE_TO_LECTIN	13		Rejected!	
GOBP_RESPONSE_TO_LEPTIN	19	18		
GOBP_RESPONSE_TO_LEUCINE	13		Rejected!	
GOBP_RESPONSE_TO_LEUKEMIA_INHIBITORY_FACTOR	311	131		
GOBP_RESPONSE_TO_LIGHT_INTENSITY	13		Rejected!	
GOBP_RESPONSE_TO_LIGHT_STIMULUS	329	303		
GOBP_RESPONSE_TO_LIPID	913		Rejected!	
GOBP_RESPONSE_TO_LIPOTEICHOIC_ACID	10		Rejected!	
GOBP_RESPONSE_TO_LITHIUM_ION	16	16		
GOBP_RESPONSE_TO_LUTEINIZING_HORMONE	5		Rejected!	
GOBP_RESPONSE_TO_L_GLUTAMATE	10		Rejected!	
GOBP_RESPONSE_TO_MACROPHAGE_COLONY_STIMULATING_FACTOR	12		Rejected!	
GOBP_RESPONSE_TO_MAGNESIUM_ION	16		Rejected!	
GOBP_RESPONSE_TO_MANGANESE_ION	9		Rejected!	
GOBP_RESPONSE_TO_MECHANICAL_STIMULUS	192	147		
GOBP_RESPONSE_TO_MERCURY_ION	12		Rejected!	
GOBP_RESPONSE_TO_METAL_ION	320	277		
GOBP_RESPONSE_TO_METHANOL	5		Rejected!	
GOBP_RESPONSE_TO_MINERALOCORTICOID	19		Rejected!	
GOBP_RESPONSE_TO_MISFOLDED_PROTEIN	25	24		
GOBP_RESPONSE_TO_MITOCHONDRIAL_DEPOLARISATION	23	23		
GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	404	291		
GOBP_RESPONSE_TO_MOLECULE_OF_FUNGAL_ORIGIN	7		Rejected!	
GOBP_RESPONSE_TO_MURAMYL_DIPEPTIDE	21	20		
GOBP_RESPONSE_TO_MUSCLE_ACTIVITY	24	16		
GOBP_RESPONSE_TO_MUSCLE_ACTIVITY_INVOLVED_IN_REGULATION_OF_MUSCLE_ADAPTATION	5		Rejected!	
GOBP_RESPONSE_TO_MUSCLE_STRETCH	21	21		
GOBP_RESPONSE_TO_NEMATODE	7		Rejected!	
GOBP_RESPONSE_TO_NERVE_GROWTH_FACTOR	49	41		
GOBP_RESPONSE_TO_NICOTINE	33	27		
GOBP_RESPONSE_TO_NITRIC_OXIDE	22	16		
GOBP_RESPONSE_TO_NITROGEN_COMPOUND	1160		Rejected!	
GOBP_RESPONSE_TO_NITROSATIVE_STRESS	9		Rejected!	
GOBP_RESPONSE_TO_NOREPINEPHRINE	5		Rejected!	
GOBP_RESPONSE_TO_NUTRIENT	79	72		
GOBP_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	856		Rejected!	
GOBP_RESPONSE_TO_ORGANOPHOSPHORUS	97	91		
GOBP_RESPONSE_TO_OSMOTIC_STRESS	98	80		
GOBP_RESPONSE_TO_OXIDATIVE_STRESS	389	366		
GOBP_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	1925		Rejected!	
GOBP_RESPONSE_TO_OXYGEN_GLUCOSE_DEPRIVATION	6		Rejected!	
GOBP_RESPONSE_TO_OXYGEN_LEVELS	321	251		
GOBP_RESPONSE_TO_OXYGEN_RADICAL	24	22		
GOBP_RESPONSE_TO_PAIN	46	38		
GOBP_RESPONSE_TO_PARATHYROID_HORMONE	6		Rejected!	
GOBP_RESPONSE_TO_PEPTIDE	463	402		
GOBP_RESPONSE_TO_PEPTIDOGLYCAN	14		Rejected!	
GOBP_RESPONSE_TO_PH	44	39		
GOBP_RESPONSE_TO_PHENYLALANINE	25		Rejected!	
GOBP_RESPONSE_TO_PHEROMONE	107		Rejected!	
GOBP_RESPONSE_TO_PHORBOL_13_ACETATE_12_MYRISTATE	6		Rejected!	
GOBP_RESPONSE_TO_PLATELET_DERIVED_GROWTH_FACTOR	23	23		
GOBP_RESPONSE_TO_POTASSIUM_ION	11		Rejected!	
GOBP_RESPONSE_TO_PROGESTERONE	20	19		
GOBP_RESPONSE_TO_PROSTAGLANDIN	34	20		
GOBP_RESPONSE_TO_PROSTAGLANDIN_D	7		Rejected!	
GOBP_RESPONSE_TO_PROSTAGLANDIN_E	27	17		
GOBP_RESPONSE_TO_PROTOZOAN	47	41		
GOBP_RESPONSE_TO_PURINE_CONTAINING_COMPOUND	115	109		
GOBP_RESPONSE_TO_RADIATION	433	406		
GOBP_RESPONSE_TO_RAPAMYCIN	6		Rejected!	
GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	195	182		
GOBP_RESPONSE_TO_REDOX_STATE	10		Rejected!	
GOBP_RESPONSE_TO_RETINOIC_ACID	87	75		
GOBP_RESPONSE_TO_SALT	344	302		
GOBP_RESPONSE_TO_SALT_STRESS	35	22		
GOBP_RESPONSE_TO_SODIUM_ARSENITE	7		Rejected!	
GOBP_RESPONSE_TO_SODIUM_PHOSPHATE	11		Rejected!	
GOBP_RESPONSE_TO_STARVATION	209	180		
GOBP_RESPONSE_TO_STEROID_HORMONE	252	215		
GOBP_RESPONSE_TO_STEROL	34	25		
GOBP_RESPONSE_TO_STEROL_DEPLETION	16	15		
GOBP_RESPONSE_TO_STILBENOID	24		Rejected!	
GOBP_RESPONSE_TO_STIMULUS_INVOLVED_IN_REGULATION_OF_MUSCLE_ADAPTATION	12		Rejected!	
GOBP_RESPONSE_TO_SYMBIONT	7		Rejected!	
GOBP_RESPONSE_TO_TEMPERATURE_STIMULUS	164	150		
GOBP_RESPONSE_TO_TESTOSTERONE	19	16		
GOBP_RESPONSE_TO_THYROID_HORMONE	13		Rejected!	
GOBP_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN	135	130		
GOBP_RESPONSE_TO_TOXIC_SUBSTANCE	136	121		
GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA	256	238		
GOBP_RESPONSE_TO_TRICHOSTATIN_A	6		Rejected!	
GOBP_RESPONSE_TO_TUMOR_CELL	44	35		
GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR	205	175		
GOBP_RESPONSE_TO_TYPE_II_INTERFERON	149	137		
GOBP_RESPONSE_TO_TYPE_I_INTERFERON	73	65		
GOBP_RESPONSE_TO_UNFOLDED_PROTEIN	112	108		
GOBP_RESPONSE_TO_UV	158	153		
GOBP_RESPONSE_TO_UV_A	16		Rejected!	
GOBP_RESPONSE_TO_UV_B	22	22		
GOBP_RESPONSE_TO_UV_C	13		Rejected!	
GOBP_RESPONSE_TO_VASOPRESSIN	5		Rejected!	
GOBP_RESPONSE_TO_VIRUS	387	345		
GOBP_RESPONSE_TO_VITAMIN	36	31		
GOBP_RESPONSE_TO_VITAMIN_D	16	15		
GOBP_RESPONSE_TO_VITAMIN_K	5		Rejected!	
GOBP_RESPONSE_TO_WATER	11		Rejected!	
GOBP_RESPONSE_TO_WATER_DEPRIVATION	5		Rejected!	
GOBP_RESPONSE_TO_WORTMANNIN	9		Rejected!	
GOBP_RESPONSE_TO_WOUNDING	538	473		
GOBP_RESPONSE_TO_XENOBIOTIC_STIMULUS	343	265		
GOBP_RESPONSE_TO_X_RAY	26	26		
GOBP_RESPONSE_TO_YEAST	18		Rejected!	
GOBP_RESPONSE_TO_ZINC_ION	38	30		
GOBP_RETICULOPHAGY	18	18		
GOBP_RETINAL_BIPOLAR_NEURON_DIFFERENTIATION	14		Rejected!	
GOBP_RETINAL_BLOOD_VESSEL_MORPHOGENESIS	6		Rejected!	
GOBP_RETINAL_CELL_APOPTOTIC_PROCESS	8		Rejected!	
GOBP_RETINAL_CELL_PROGRAMMED_CELL_DEATH	10		Rejected!	
GOBP_RETINAL_CONE_CELL_DIFFERENTIATION	21	15		
GOBP_RETINAL_GANGLION_CELL_AXON_GUIDANCE	22	18		
GOBP_RETINAL_METABOLIC_PROCESS	19	15		
GOBP_RETINAL_PIGMENT_EPITHELIUM_DEVELOPMENT	8		Rejected!	
GOBP_RETINAL_ROD_CELL_DEVELOPMENT	14		Rejected!	
GOBP_RETINAL_ROD_CELL_DIFFERENTIATION	23	20		
GOBP_RETINA_DEVELOPMENT_IN_CAMERA_TYPE_EYE	188	164		
GOBP_RETINA_HOMEOSTASIS	59	56		
GOBP_RETINA_LAYER_FORMATION	22	19		
GOBP_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE	84	71		
GOBP_RETINA_VASCULATURE_DEVELOPMENT_IN_CAMERA_TYPE_EYE	30	26		
GOBP_RETINA_VASCULATURE_MORPHOGENESIS_IN_CAMERA_TYPE_EYE	11		Rejected!	
GOBP_RETINOIC_ACID_BIOSYNTHETIC_PROCESS	19		Rejected!	
GOBP_RETINOIC_ACID_METABOLIC_PROCESS	38	21		
GOBP_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY	36	31		
GOBP_RETINOL_METABOLIC_PROCESS	32	18		
GOBP_RETROGRADE_AXONAL_TRANSPORT	24	24		
GOBP_RETROGRADE_NEURONAL_DENSE_CORE_VESICLE_TRANSPORT	6		Rejected!	
GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI	89	87		
GOBP_RETROGRADE_TRANSPORT_VESICLE_RECYCLING_WITHIN_GOLGI	10		Rejected!	
GOBP_RETROGRADE_TRANS_SYNAPTIC_SIGNALING	14		Rejected!	
GOBP_RETROGRADE_TRANS_SYNAPTIC_SIGNALING_BY_LIPID	5		Rejected!	
GOBP_RETROGRADE_TRANS_SYNAPTIC_SIGNALING_BY_TRANS_SYNAPTIC_PROTEIN_COMPLEX	5		Rejected!	
GOBP_RETROGRADE_VESICLE_MEDIATED_TRANSPORT_GOLGI_TO_ENDOPLASMIC_RETICULUM	44	44		
GOBP_RETROTRANSPOSON_SILENCING_BY_HETEROCHROMATIN_FORMATION	15		Rejected!	
GOBP_RETROTRANSPOSON_SILENCING_BY_MRNA_DESTABILIZATION	5		Rejected!	
GOBP_REVERSE_CHOLESTEROL_TRANSPORT	20		Rejected!	
GOBP_REVERSIBLE_DIFFERENTIATION	5		Rejected!	
GOBP_RE_ENTRY_INTO_MITOTIC_CELL_CYCLE	5		Rejected!	
GOBP_RHODOPSIN_MEDIATED_SIGNALING_PATHWAY	7		Rejected!	
GOBP_RHOMBOMERE_DEVELOPMENT	9		Rejected!	
GOBP_RHO_PROTEIN_SIGNAL_TRANSDUCTION	138	132		
GOBP_RHYTHMIC_BEHAVIOR	69	58		
GOBP_RHYTHMIC_PROCESS	317	277		
GOBP_RHYTHMIC_SYNAPTIC_TRANSMISSION	6		Rejected!	
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	440	434		
GOBP_RIBONUCLEOPROTEIN_COMPLEX_LOCALIZATION	11		Rejected!	
GOBP_RIBONUCLEOSIDE_CATABOLIC_PROCESS	16	15		
GOBP_RIBONUCLEOSIDE_DIPHOSPHATE_BIOSYNTHETIC_PROCESS	9		Rejected!	
GOBP_RIBONUCLEOSIDE_DIPHOSPHATE_CATABOLIC_PROCESS	12		Rejected!	
GOBP_RIBONUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS	25	24		
GOBP_RIBONUCLEOSIDE_METABOLIC_PROCESS	34	31		
GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	33	33		
GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	53	51		
GOBP_RIBONUCLEOTIDE_CATABOLIC_PROCESS	51	47		
GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS	217	209		
GOBP_RIBOSE_PHOSPHATE_METABOLIC_PROCESS	372	334		
GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY	26	25		
GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS	76	75		
GOBP_RIBOSOMAL_LARGE_SUBUNIT_EXPORT_FROM_NUCLEUS	8		Rejected!	
GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY	21	21		
GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS	104	104		
GOBP_RIBOSOMAL_SMALL_SUBUNIT_EXPORT_FROM_NUCLEUS	8		Rejected!	
GOBP_RIBOSOMAL_SUBUNIT_EXPORT_FROM_NUCLEUS	17	17		
GOBP_RIBOSOME_ASSEMBLY	66	64		
GOBP_RIBOSOME_ASSOCIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	7		Rejected!	
GOBP_RIBOSOME_BIOGENESIS	322	317		
GOBP_RIBOSOME_DISASSEMBLY	12		Rejected!	
GOBP_RIGHTING_REFLEX	12		Rejected!	
GOBP_RIG_I_SIGNALING_PATHWAY	26	26		
GOBP_RISC_COMPLEX_ASSEMBLY	10		Rejected!	
GOBP_RNA_3_END_PROCESSING	98	93		
GOBP_RNA_3_URIDYLATION	5		Rejected!	
GOBP_RNA_5_END_PROCESSING	19	19		
GOBP_RNA_CAPPING	27	27		
GOBP_RNA_CATABOLIC_PROCESS	298	270		
GOBP_RNA_DECAPPING	19	19		
GOBP_RNA_DESTABILIZATION	102	92		
GOBP_RNA_EXPORT_FROM_NUCLEUS	89	79		
GOBP_RNA_GUANINE_N7_METHYLATION	5		Rejected!	
GOBP_RNA_IMPORT_INTO_MITOCHONDRION	5		Rejected!	
GOBP_RNA_LOCALIZATION	173	160		
GOBP_RNA_METHYLATION	77	74		
GOBP_RNA_MODIFICATION	156	148		
GOBP_RNA_PROCESSING	932		Rejected!	
GOBP_RNA_SECONDARY_STRUCTURE_UNWINDING	10		Rejected!	
GOBP_RNA_SPLICING	450	422		
GOBP_RNA_SPLICING_VIA_ENDONUCLEOLYTIC_CLEAVAGE_AND_LIGATION	11		Rejected!	
GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS	305	278		
GOBP_RNA_SURVEILLANCE	17	16		
GOBP_RNA_TEMPLATED_DNA_BIOSYNTHETIC_PROCESS	63	62		
GOBP_ROOF_OF_MOUTH_DEVELOPMENT	101	95		
GOBP_ROSTROCAUDAL_NEURAL_TUBE_PATTERNING	14		Rejected!	
GOBP_ROUNDABOUT_SIGNALING_PATHWAY	7		Rejected!	
GOBP_RRNA_3_END_PROCESSING	10		Rejected!	
GOBP_RRNA_BASE_METHYLATION	8		Rejected!	
GOBP_RRNA_CATABOLIC_PROCESS	20	17		
GOBP_RRNA_METABOLIC_PROCESS	251	245		
GOBP_RRNA_METHYLATION	20	20		
GOBP_RRNA_MODIFICATION	29	29		
GOBP_RRNA_PSEUDOURIDINE_SYNTHESIS	8		Rejected!	
GOBP_RRNA_TRANSCRIPTION	38	35		
GOBP_RRNA_TRANSPORT	5		Rejected!	
GOBP_RUFFLE_ASSEMBLY	43	42		
GOBP_RUFFLE_ORGANIZATION	56	52		
GOBP_R_LOOP_PROCESSING	6		Rejected!	
GOBP_SALIVARY_GLAND_DEVELOPMENT	41	37		
GOBP_SALIVA_SECRETION	14		Rejected!	
GOBP_SARCOMERE_ORGANIZATION	50	47		
GOBP_SARCOPLASMIC_RETICULUM_CALCIUM_ION_TRANSPORT	33	30		
GOBP_SATELLITE_CELL_ACTIVATION_INVOLVED_IN_SKELETAL_MUSCLE_REGENERATION	6		Rejected!	
GOBP_SA_NODE_CELL_TO_ATRIAL_CARDIAC_MUSCLE_CELL_COMMUNICATION	10		Rejected!	
GOBP_SCARNA_LOCALIZATION_TO_CAJAL_BODY	5		Rejected!	
GOBP_SCF_DEPENDENT_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	52	51		
GOBP_SCHWANN_CELL_DIFFERENTIATION	52	52		
GOBP_SCHWANN_CELL_MIGRATION	12		Rejected!	
GOBP_SCHWANN_CELL_PROLIFERATION	13		Rejected!	
GOBP_SCLEROTOME_DEVELOPMENT	5		Rejected!	
GOBP_SEBACEOUS_GLAND_DEVELOPMENT	14		Rejected!	
GOBP_SECONDARY_HEART_FIELD_SPECIFICATION	11		Rejected!	
GOBP_SECONDARY_METABOLIC_PROCESS	61	48		
GOBP_SECONDARY_PALATE_DEVELOPMENT	27	26		
GOBP_SECOND_MESSENGER_MEDIATED_SIGNALING	326	281		
GOBP_SECRETION	1121		Rejected!	
GOBP_SECRETION_BY_TISSUE	54	44		
GOBP_SECRETION_OF_LYSOSOMAL_ENZYMES	10		Rejected!	
GOBP_SECRETORY_GRANULE_LOCALIZATION	20	20		
GOBP_SECRETORY_GRANULE_ORGANIZATION	68	62		
GOBP_SEGMENTATION	119	100		
GOBP_SEGMENT_SPECIFICATION	20	18		
GOBP_SELECTIVE_AUTOPHAGY	97	96		
GOBP_SELF_PROTEOLYSIS	13		Rejected!	
GOBP_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY	50	48		
GOBP_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE	17	17		
GOBP_SEMICIRCULAR_CANAL_DEVELOPMENT	12		Rejected!	
GOBP_SEMICIRCULAR_CANAL_MORPHOGENESIS	9		Rejected!	
GOBP_SEMINIFEROUS_TUBULE_DEVELOPMENT	21	18		
GOBP_SEMI_LUNAR_VALVE_DEVELOPMENT	40	37		
GOBP_SENSORY_ORGAN_DEVELOPMENT	662		Rejected!	
GOBP_SENSORY_ORGAN_MORPHOGENESIS	324	281		
GOBP_SENSORY_PERCEPTION	1796	457		
GOBP_SENSORY_PERCEPTION_OF_CHEMICAL_STIMULUS	1266	105		
GOBP_SENSORY_PERCEPTION_OF_LIGHT_STIMULUS	162	128		
GOBP_SENSORY_PERCEPTION_OF_MECHANICAL_STIMULUS	321	188		
GOBP_SENSORY_PERCEPTION_OF_PAIN	95	77		
GOBP_SENSORY_PERCEPTION_OF_SOUR_TASTE	8		Rejected!	
GOBP_SENSORY_PERCEPTION_OF_SWEET_TASTE	7		Rejected!	
GOBP_SENSORY_PERCEPTION_OF_TASTE	71	26		
GOBP_SENSORY_PERCEPTION_OF_TEMPERATURE_STIMULUS	35	28		
GOBP_SENSORY_PERCEPTION_OF_TOUCH	6		Rejected!	
GOBP_SENSORY_PERCEPTION_OF_UMAMI_TASTE	7		Rejected!	
GOBP_SENSORY_SYSTEM_DEVELOPMENT	436	381		
GOBP_SEPTUM_PRIMUM_DEVELOPMENT	6		Rejected!	
GOBP_SEQUESTERING_OF_ACTIN_MONOMERS	12		Rejected!	
GOBP_SEQUESTERING_OF_CALCIUM_ION	141	118		
GOBP_SEQUESTERING_OF_IRON_ION	14		Rejected!	
GOBP_SEQUESTERING_OF_METAL_ION	19		Rejected!	
GOBP_SEQUESTERING_OF_TRIGLYCERIDE	18	18		
GOBP_SERINE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS	16		Rejected!	
GOBP_SERINE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS	14		Rejected!	
GOBP_SERINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	36	34		
GOBP_SERINE_PHOSPHORYLATION_OF_STAT_PROTEIN	36		Rejected!	
GOBP_SERINE_TRANSPORT	9		Rejected!	
GOBP_SEROTONERGIC_NEURON_AXON_GUIDANCE	5		Rejected!	
GOBP_SEROTONIN_BIOSYNTHETIC_PROCESS	7		Rejected!	
GOBP_SEROTONIN_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	5		Rejected!	
GOBP_SEROTONIN_RECEPTOR_SIGNALING_PATHWAY	15		Rejected!	
GOBP_SEROTONIN_SECRETION	18	16		
GOBP_SEROTONIN_TRANSPORT	31	27		
GOBP_SEROTONIN_UPTAKE	14		Rejected!	
GOBP_SERTOLI_CELL_DEVELOPMENT	22	20		
GOBP_SERTOLI_CELL_DIFFERENTIATION	29	24		
GOBP_SERTOLI_CELL_PROLIFERATION	8		Rejected!	
GOBP_SESQUITERPENOID_METABOLIC_PROCESS	6		Rejected!	
GOBP_SEXUAL_REPRODUCTION	1136		Rejected!	
GOBP_SEX_DETERMINATION	28	19		
GOBP_SEX_DIFFERENTIATION	336	252		
GOBP_SHORT_CHAIN_FATTY_ACID_CATABOLIC_PROCESS	6		Rejected!	
GOBP_SHORT_CHAIN_FATTY_ACID_METABOLIC_PROCESS	15		Rejected!	
GOBP_SHORT_TERM_MEMORY	18	18		
GOBP_SHORT_TERM_SYNAPTIC_POTENTIATION	5		Rejected!	
GOBP_SIALYLATION	8		Rejected!	
GOBP_SIGNALING_RECEPTOR_LIGAND_PRECURSOR_PROCESSING	32	30		
GOBP_SIGNAL_PEPTIDE_PROCESSING	15	15		
GOBP_SIGNAL_RELEASE	610		Rejected!	
GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	154	153		
GOBP_SIGNAL_TRANSDUCTION_INVOLVED_IN_REGULATION_OF_GENE_EXPRESSION	27	20		
GOBP_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND	78	73		
GOBP_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE	188	178		
GOBP_SINGLE_FERTILIZATION	170	111		
GOBP_SINGLE_STRANDED_VIRAL_RNA_REPLICATION_VIA_DOUBLE_STRANDED_DNA_INTERMEDIATE	15		Rejected!	
GOBP_SINGLE_STRAND_BREAK_REPAIR	13		Rejected!	
GOBP_SINOATRIAL_NODE_CELL_DIFFERENTIATION	7		Rejected!	
GOBP_SINOATRIAL_NODE_DEVELOPMENT	9		Rejected!	
GOBP_SIRNA_MEDIATED_RETROTRANSPOSON_SILENCING_BY_HETEROCHROMATIN_FORMATION	11		Rejected!	
GOBP_SIRNA_PROCESSING	8		Rejected!	
GOBP_SISTER_CHROMATID_COHESION	56	53		
GOBP_SISTER_CHROMATID_SEGREGATION	219	212		
GOBP_SKELETAL_MUSCLE_ACETYLCHOLINE_GATED_CHANNEL_CLUSTERING	15	15		
GOBP_SKELETAL_MUSCLE_ADAPTATION	23	21		
GOBP_SKELETAL_MUSCLE_CELL_DIFFERENTIATION	101	81		
GOBP_SKELETAL_MUSCLE_CELL_PROLIFERATION	24	24		
